miR	Score	AvgRandScore	sd(randScore)	max(randScore)	Rank	count>=	pValue	FDR(0.05) thresh	BH-sig	pv_corrected	pv_adjusted
miR-3066	0.0556	0.0943	0.0786	0.5196	381	657	0.655689	0.030095	0	1.089372	0.999002	,SOCS3
miR-883b-5p	0.1389	0.1963	0.1139	0.7284	382	660	0.658683	0.030174	0	1.091482	0.999002	,GPCPD1,MBL2
miR-710	0.1389	0.1893	0.1094	0.6240	383	664	0.662675	0.030253	0	1.095230	0.999002	,EGR1,GPCPD1
miR-763/1207-3p/1655	0.2083	0.2778	0.1444	0.9559	384	665	0.663673	0.030332	0	1.094023	0.999002	,ARRDC3,FOS,GPCPD1
miR-362-5p/500b	0.0694	0.1167	0.0820	0.4511	385	665	0.663673	0.030411	0	1.091181	0.999002	,DUSP5
miR-762/4492/4498	0.2222	0.3097	0.1812	2.2395	386	668	0.666667	0.030490	0	1.093264	0.999002	,SOCS3,HPX
miR-1933-5p	0.0694	0.1141	0.0855	0.6548	387	668	0.666667	0.030569	0	1.090439	0.999002	,IL11
miR-103a/107/107ab	0.1528	0.2058	0.1077	0.6986	388	671	0.669661	0.030648	0	1.092513	0.999002	,SNX3,GPCPD1
miR-669o-5p	0.0556	0.0986	0.0820	0.4484	389	671	0.669661	0.030727	0	1.089705	0.999002	,ARRDC3
miR-323/323-3p	0.1111	0.1643	0.1041	0.6071	390	672	0.670659	0.030806	0	1.088531	0.999002	,ARRDC3,GPCPD1
miR-370	0.1944	0.2715	0.1431	1.0790	391	673	0.671657	0.030885	0	1.087362	0.999002	,TMSB4X,IGFBP6,IL11
miR-455-3p	0.1250	0.1797	0.1068	0.8127	392	676	0.674651	0.030964	0	1.089423	0.999002	,IL11
miR-1898	0.0694	0.1173	0.0854	0.5216	393	676	0.674651	0.031043	0	1.086651	0.999002	,ARRDC3
miR-142-3p	0.0556	0.0984	0.0815	0.4893	394	676	0.674651	0.031122	0	1.083893	0.999002	,ARRDC3
miR-1956	0.1250	0.1839	0.1148	0.6755	395	678	0.676647	0.031201	0	1.084348	0.999002	,CYR61,ARRDC3
miR-143/1721/4770	0.1250	0.1877	0.1138	0.6540	396	679	0.677645	0.031280	0	1.083205	0.999002	,SOCS3,ANXA3
miR-193/193b/193a-3p	0.0694	0.1212	0.0888	0.4714	397	681	0.679641	0.031359	0	1.083659	0.999002	,SOCS3
miR-496	0.0556	0.0938	0.0763	0.6017	398	681	0.679641	0.031438	0	1.080936	0.999002	,SOCS3
miR-432	0.1250	0.1809	0.1057	0.6697	399	683	0.681637	0.031517	0	1.081394	0.999002	,SOCS3,FOS
miR-3061-3p	0.0694	0.1189	0.0870	0.5246	400	684	0.682635	0.031596	0	1.080269	0.999002	,DUSP5
miR-1306-5p	0.0694	0.1224	0.0874	0.5240	401	684	0.682635	0.031675	0	1.077576	0.999002	,FOS
miR-5102	0.1944	0.2660	0.1312	0.8439	402	688	0.686627	0.031754	0	1.081181	0.999002	,ARRDC3,ANKRD1,GPCPD1
miR-666-3p	0.1667	0.2418	0.1319	0.8925	403	688	0.686627	0.031833	0	1.078498	0.999002	,SOCS3,ANXA3,DUSP5
miR-707	0.0694	0.1222	0.0855	0.5013	404	694	0.692615	0.031912	0	1.085211	0.999002	,IL11
miR-675-3p	0.0556	0.1018	0.0785	0.5100	405	694	0.692615	0.031991	0	1.082531	0.999002	,ARRDC3
miR-466f-3p	0.1944	0.2822	0.1587	1.3834	406	696	0.694611	0.032070	0	1.082977	0.999002	,ARRDC3,EGR1,MBL2
miR-1b-3p	0.0556	0.1027	0.0818	0.5010	407	698	0.696607	0.032148	0	1.083420	0.999002	,CYP24A1
miR-880	0.0694	0.1276	0.0943	0.6332	408	700	0.698603	0.032227	0	1.083862	0.999002	,FOS
miR-200bc/429/548a	0.1389	0.2148	0.1260	0.9774	409	701	0.699601	0.032306	0	1.082756	0.999002	,ANKRD1,IGFBP6
miR-344f-3p	0.0556	0.1010	0.0758	0.3899	410	705	0.703593	0.032385	0	1.086279	0.999002	,MBL2
miR-705/2897	0.1389	0.2112	0.1195	0.6963	411	708	0.706587	0.032464	0	1.088247	0.999002	,SOCS3,TMSB4X
miR-540-5p	0.0556	0.1061	0.0829	0.4752	412	708	0.706587	0.032543	0	1.085605	0.999002	,IGFBP6
miR-199ab-5p	0.1389	0.2093	0.1157	0.7442	413	711	0.709581	0.032622	0	1.087566	0.999002	,SOCS3,SNX3
miR-3061-5p	0.0694	0.1305	0.0918	0.5746	414	712	0.710579	0.032701	0	1.086465	0.999002	,DUSP5
miR-1191	0.0694	0.1320	0.0908	0.5262	415	714	0.712575	0.032780	0	1.086891	0.999002	,GPCPD1
miR-674/674-5p/3473d	0.1806	0.2608	0.1285	0.7944	416	717	0.715569	0.032859	0	1.088834	0.999002	,CYR61,GPCPD1
miR-125b-2-3p	0.1111	0.1814	0.1090	0.6912	417	717	0.715569	0.032938	0	1.086223	0.999002	,EGR1,GPCPD1
miR-410/344de/344b-1-3p	0.1389	0.2157	0.1228	0.7727	418	722	0.720559	0.033017	0	1.091181	0.999002	,SNX3,MBL2
miR-1955-3p	0.0694	0.1348	0.0919	0.5582	419	722	0.720559	0.033096	0	1.088577	0.999002	,ARRDC3
miR-375	0.0556	0.1047	0.0736	0.4240	420	722	0.720559	0.033175	0	1.085985	0.999002	,ARRDC3
miR-3110	0.1389	0.2166	0.1173	0.7055	421	724	0.722555	0.033254	0	1.086407	0.999002	,SOCS3
miR-338/338-3p	0.1250	0.2017	0.1186	0.7912	422	724	0.722555	0.033333	0	1.083832	0.999002	,SOCS3,FOS
miR-3473c	0.1806	0.2653	0.1366	0.9090	423	725	0.723553	0.033412	0	1.082764	0.999002	,SOCS3,ARRDC3,ANKRD1
miR-296-3p	0.0556	0.1097	0.0868	0.6979	424	728	0.726547	0.033491	0	1.084680	0.999002	,GPCPD1
miR-1927	0.0833	0.1571	0.0987	0.5278	425	738	0.736527	0.033570	0	1.096992	0.999002	,MBL2
miR-145	0.1250	0.2023	0.1167	0.9019	426	739	0.737525	0.033649	0	1.095900	0.999002	,CYR61,EGR1
miR-124/124ab/506	0.1389	0.2218	0.1198	0.8787	427	741	0.739521	0.033728	0	1.096292	0.999002	,CYR61,EGR1
miR-5116	0.0556	0.1121	0.0828	0.5156	428	743	0.741517	0.033807	0	1.096683	0.999002	,CYR61
miR-3085-5p	0.0556	0.1215	0.0952	0.5487	429	745	0.743513	0.033886	0	1.097072	0.999002	,ARRDC3
miR-136	0.1111	0.1862	0.1078	0.6370	430	751	0.749501	0.033965	0	1.103335	0.999002	,CYR61,SOCS3
miR-376c/741-5p	0.0694	0.1447	0.0990	0.5606	431	754	0.752495	0.034044	0	1.105172	0.999002	,ARRDC3
miR-361-5p	0.0556	0.1217	0.0904	0.5241	432	755	0.753493	0.034123	0	1.104077	0.999002	,GPCPD1
miR-541	0.0556	0.1109	0.0825	0.6188	433	756	0.754491	0.034202	0	1.102986	0.999002	,MBL2
miR-490-3p	0.0694	0.1404	0.0927	0.4945	434	758	0.756487	0.034281	0	1.103356	0.999002	,SOCS3
miR-690	0.0833	0.1563	0.0976	0.5683	435	760	0.758483	0.034360	0	1.103724	0.999002	,EGR1
miR-296-5p	0.0556	0.1299	0.1012	0.5900	436	761	0.759481	0.034439	0	1.102641	0.999002	,GPCPD1
miR-383	0.0556	0.1165	0.0860	0.4994	437	763	0.761477	0.034518	0	1.103009	0.999002	,FOS
miR-581/669d	0.0694	0.1471	0.0945	0.5380	438	769	0.767465	0.034597	0	1.109145	0.999002	,SOCS3
miR-883a-5p	0.1389	0.2397	0.1254	0.7016	439	773	0.771457	0.034676	0	1.112374	0.999002	,CYP24A1,MBL2
miR-1264-3p	0.1250	0.2282	0.1260	0.7196	440	777	0.775449	0.034755	0	1.115589	0.999002	,GPCPD1
miR-129-3p/129ab-3p/129-1-3p/129-2-3p	0.0694	0.1475	0.0993	0.6121	441	777	0.775449	0.034834	0	1.113060	0.999002	,ARRDC3
miR-1982.2	0.0556	0.1229	0.0875	0.4673	442	777	0.775449	0.034913	0	1.110541	0.999002	,ARRDC3
miR-153	0.0556	0.1301	0.0935	0.5657	443	777	0.775449	0.034992	0	1.108034	0.999002	,TMSB4X
miR-3961	0.0694	0.1544	0.1001	0.5606	444	779	0.777445	0.035071	0	1.108385	0.999002	,ARRDC3
miR-384/384-3p	0.1111	0.1971	0.1091	0.5816	445	780	0.778443	0.035150	0	1.107313	0.999002	,CYR61,ARRDC3
miR-378b	0.0556	0.1238	0.0889	0.5665	446	780	0.778443	0.035229	0	1.104831	0.999002	,GPCPD1
miR-501-5p	0.0694	0.1530	0.1023	0.6039	447	781	0.779441	0.035308	0	1.103772	0.999002	,IL11
miR-467b	0.0556	0.1227	0.0839	0.5290	448	784	0.782435	0.035387	0	1.105539	0.999002	,MBL2
miR-467eh	0.0556	0.1304	0.0913	0.4455	449	784	0.782435	0.035466	0	1.103077	0.999002	,MBL2
miR-344b	0.0556	0.1338	0.0929	0.5151	450	786	0.784431	0.035545	0	1.103433	0.999002	,ARRDC3
miR-704	0.0556	0.1304	0.0916	0.5445	451	786	0.784431	0.035624	0	1.100986	0.999002	,GPCPD1
miR-128/128ab	0.1944	0.3126	0.1448	1.1620	452	791	0.789421	0.035703	0	1.105539	0.999002	,DUSP5,GPCPD1,LCK
miR-3971	0.1389	0.2546	0.1368	0.9571	453	791	0.789421	0.035782	0	1.103098	0.999002	,SOCS3,GPCPD1
miR-9/9ab	0.1250	0.2201	0.1205	0.9783	454	791	0.789421	0.035861	0	1.100669	0.999002	,SOCS3,DUSP5
miR-1968	0.1528	0.2607	0.1334	0.7855	455	793	0.791417	0.035940	0	1.101027	0.999002	,EGR1,GPCPD1
miR-202-5p/337-3p	0.0556	0.1310	0.0926	0.5664	456	794	0.792415	0.036019	0	1.099997	0.999002	,GPCPD1
miR-3075	0.0833	0.1776	0.1145	0.8286	457	796	0.794411	0.036098	0	1.100355	0.999002	,ARRDC3
miR-465abc-5p	0.0833	0.1800	0.1098	0.6150	458	796	0.794411	0.036177	0	1.097953	0.999002	,ARRDC3
miR-3109	0.0694	0.1645	0.1095	0.6790	459	798	0.796407	0.036256	0	1.098313	0.999002	,EGR1
miR-764-5p	0.0694	0.1572	0.0995	0.5361	460	804	0.802395	0.036335	0	1.104166	0.999002	,MBL2
miR-450b-3p/3100-5p	0.1111	0.2157	0.1263	0.9122	461	805	0.803393	0.036414	0	1.103141	0.999002	,SOCS3,ANKRD1
miR-5117	0.0556	0.1317	0.0929	0.5255	462	805	0.803393	0.036493	0	1.100753	0.999002	,MBL2
miR-28-5p/708/1407/1653/3139	0.0694	0.1641	0.1090	0.9094	463	807	0.805389	0.036572	0	1.101104	0.999002	,CYP24A1
miR-519a/519bc-3p/291b-3p/1347	0.0694	0.1606	0.0988	0.5044	464	809	0.807385	0.036651	0	1.101454	0.999002	,DUSP5
miR-344bg-5p	0.0694	0.1567	0.0966	0.5953	465	814	0.812375	0.036730	0	1.105879	0.999002	,GPCPD1
miR-1934	0.0694	0.1640	0.1048	0.7594	466	815	0.813373	0.036809	0	1.104861	0.999002	,DUSP5
miR-300/381/539-3p	0.1250	0.2355	0.1234	0.7374	467	826	0.824351	0.036888	0	1.117376	0.999002	,ARRDC3,GPCPD1
miR-346	0.0556	0.1407	0.0921	0.4994	468	826	0.824351	0.036967	0	1.114988	0.999002	,SNX3
let-7/98/4458/4500	0.0556	0.1434	0.0975	0.5849	469	829	0.827345	0.037046	0	1.116652	0.999002	,GPCPD1
miR-214/761/3619-5p	0.1944	0.3420	0.1598	0.9651	470	830	0.828343	0.037125	0	1.115620	0.999002	,ANKRD1,CYP24A1,GPCPD1
miR-182	0.0833	0.1976	0.1166	0.6724	471	832	0.830339	0.037204	0	1.115934	0.999002	,ARRDC3
miR-3069-3p	0.0556	0.1530	0.1045	0.6175	472	843	0.841317	0.037283	0	1.128292	0.999002	,EGR1
miR-3079-3p	0.0694	0.1701	0.1031	0.5949	473	845	0.843313	0.037362	0	1.128578	0.999002	,DUSP5
miR-204/204b/211	0.1250	0.2478	0.1237	0.7580	474	847	0.845309	0.037441	0	1.128863	0.999002	,ANXA3,EGR1
miR-3100-3p	0.0694	0.1791	0.1083	0.6589	475	848	0.846307	0.037520	0	1.127816	0.999002	,LCK
miR-339b/339-5p/3586-5p	0.0694	0.1780	0.1084	0.5592	476	849	0.847305	0.037599	0	1.126774	0.999002	,ARRDC3
miR-24/24ab/24-3p	0.1111	0.2369	0.1288	0.9571	477	850	0.848303	0.037678	0	1.125736	0.999002	,SOCS3
miR-3069-5p	0.0833	0.1968	0.1161	1.0484	478	851	0.849301	0.037757	0	1.124702	0.999002	,CYR61
miR-374ab	0.0694	0.1961	0.1241	0.6441	479	854	0.852295	0.037836	0	1.126311	0.999002	,CYP24A1
miR-654-3p	0.0556	0.1557	0.0996	0.6492	480	857	0.855289	0.037915	0	1.127913	0.999002	,EGR1
miR-691	0.1250	0.2635	0.1274	0.7150	481	858	0.856287	0.037994	0	1.126881	0.999002	,CYR61,EGR1
miR-3108	0.0694	0.1849	0.1075	0.5935	482	858	0.856287	0.038073	0	1.124543	0.999002	,CYP24A1
miR-673-5p	0.1389	0.2818	0.1388	0.8644	483	861	0.859281	0.038152	0	1.126139	0.999002	,EGR1,GPCPD1
miR-545/3065/3065-5p	0.1389	0.2908	0.1417	0.8035	484	864	0.862275	0.038231	0	1.127728	0.999002	,ARRDC3,DUSP5
miR-5124	0.0556	0.1649	0.1046	0.6773	485	866	0.864271	0.038310	0	1.128008	0.999002	,CYR61
miR-26ab/1297/4465	0.0694	0.1955	0.1160	0.7568	486	867	0.865269	0.038389	0	1.126987	0.999002	,DUSP5
miR-423a/423-5p/3184/3573-5p	0.0694	0.2113	0.1399	1.3876	487	870	0.868263	0.038468	0	1.128564	0.999002	,SOCS3
miR-470	0.0694	0.1870	0.1060	0.6577	488	871	0.869261	0.038547	0	1.127546	0.999002	,FOS
miR-3064-3p.m	0.0694	0.1973	0.1155	0.6764	489	874	0.872255	0.038626	0	1.129116	0.999002	,LCK
miR-742	0.1250	0.2770	0.1369	0.9815	490	876	0.874251	0.038705	0	1.129390	0.999002	,SOCS3,CYP24A1
miR-105	0.0556	0.1615	0.0977	0.6081	491	876	0.874251	0.038784	0	1.127090	0.999002	,ARRDC3
miR-452-3p	0.0694	0.2047	0.1210	0.7434	492	877	0.875250	0.038863	0	1.126083	0.999002	,CYP24A1
miR-743a/743b-3p	0.1389	0.3016	0.1464	0.9131	493	880	0.878244	0.038942	0	1.127643	0.999002	,CYP24A1
miR-3474	0.1250	0.2894	0.1491	0.8964	494	882	0.880240	0.039021	0	1.127918	0.999002	,SOCS3,IL11
miR-873	0.1250	0.2678	0.1277	0.7882	495	883	0.881238	0.039100	0	1.126916	0.999002	,FOS,LCK
miR-337/337-3p	0.0694	0.1991	0.1131	0.7375	496	885	0.883234	0.039179	0	1.127191	0.999002	,EGR1
miR-450b-5p.m	0.0694	0.1966	0.1114	0.6994	497	885	0.883234	0.039258	0	1.124923	0.999002	,CYR61
miR-466k/466di-5p	0.1250	0.6107	0.5729	3.8246	498	886	0.884232	0.039336	0	1.123933	0.999002	,LCK
miR-5125	0.1111	0.2781	0.1448	0.9472	499	887	0.885230	0.039415	0	1.122946	0.999002	,SOCS3
miR-466d/466l-5p	0.1250	0.5379	0.4747	3.2513	500	888	0.886228	0.039494	0	1.121964	0.999002	,SOCS3,LCK
miR-1892	0.0694	0.1969	0.1142	0.7286	501	889	0.887226	0.039573	0	1.120986	0.999002	,IL11
miR-31	0.0556	0.1838	0.1154	0.6693	502	889	0.887226	0.039652	0	1.118753	0.999002	,ARRDC3
miR-188-3p	0.0833	0.2247	0.1222	0.7383	503	890	0.888224	0.039731	0	1.117784	0.999002	,ARRDC3
miR-3064-5p/3085-3p	0.1111	0.2878	0.1530	1.0369	504	895	0.893214	0.039810	0	1.121834	0.999002	,ARRDC3,HPX
miR-1906	0.1250	0.3235	0.1575	0.9871	505	901	0.899202	0.039889	0	1.127118	0.999002	,DUSP5,GPCPD1
miR-326/330/330-5p	0.1111	0.2943	0.1478	0.9401	506	903	0.901198	0.039968	0	1.127388	0.999002	,FOS,GPCPD1
miR-146ac/146b-5p	0.0556	0.1800	0.1058	0.6598	507	911	0.909182	0.040047	0	1.135132	0.999002	,ANKRD1
miR-1587/3083/4505	0.1250	0.3352	0.1859	2.3721	508	912	0.910180	0.040126	0	1.134141	0.999002	,ANKRD1,HPX
miR-1954/3158-5p	0.1250	0.3090	0.1439	0.8384	509	914	0.912176	0.040205	0	1.134395	0.999002	,CYP24A1,GPCPD1
miR-1938	0.0694	0.2242	0.1328	0.8745	510	914	0.912176	0.040284	0	1.132171	0.999002	,TMSB4X
miR-3096b-5p	0.0556	0.1945	0.1175	0.7134	511	915	0.913174	0.040363	0	1.131192	0.999002	,SNX3
miR-532-3p	0.0833	0.2392	0.1271	1.2581	512	919	0.917166	0.040442	0	1.133918	0.999002	,TMSB4X
miR-485-5p/1698/1703/1962	0.0694	0.2514	0.1402	0.8616	513	923	0.921158	0.040521	0	1.136633	0.999002	,SNX3
miR-1952	0.0556	0.1871	0.1069	0.7077	514	923	0.921158	0.040600	0	1.134422	0.999002	,ARRDC3
miR-17/17-5p/20ab/20b-5p/93/106ab/427/518a-3p/519d	0.0556	0.2083	0.1176	0.8665	515	924	0.922156	0.040679	0	1.133446	0.999002	,CYP24A1
miR-335/335-5p	0.0556	0.1953	0.1076	0.6504	516	924	0.922156	0.040758	0	1.131249	0.999002	,ARRDC3
miR-205/205ab	0.0556	0.1945	0.1143	0.7932	517	925	0.923154	0.040837	0	1.130283	0.999002	,TMSB4X
miR-3071	0.0556	0.2168	0.1233	0.6439	518	929	0.927146	0.040916	0	1.132979	0.999002	,ASNS
miR-141/200a	0.0694	0.2576	0.1325	0.7152	519	930	0.928144	0.040995	0	1.132013	0.999002	,DUSP5
miR-126-5p	0.0556	0.2322	0.1481	1.0382	520	938	0.936128	0.041074	0	1.139556	0.999002	,MBL2
miR-712	0.0833	0.2701	0.1377	1.1061	521	941	0.939122	0.041153	0	1.141006	0.999002	,TMSB4X
miR-150/5127	0.0556	0.2167	0.1200	1.0515	522	944	0.942116	0.041232	0	1.142451	0.999002	,TMSB4X
miR-1386/3113	0.0556	0.2361	0.1259	0.8178	523	947	0.945110	0.041311	0	1.143890	0.999002	,LCK
miR-5134	0.0556	0.2268	0.1310	1.3937	524	948	0.946108	0.041390	0	1.142913	0.999002	,CYR61
miR-5098	0.0556	0.2532	0.1321	0.8219	525	958	0.956088	0.041469	0	1.152769	0.999002	,EGR1
miR-27abc/27a-3p	0.0694	0.2890	0.1428	0.8957	526	959	0.957086	0.041548	0	1.151778	0.999002	,DUSP5
miR-5110	0.0694	0.3066	0.1801	1.9705	527	964	0.962076	0.041627	0	1.155586	0.999002	,SOCS3
miR-665	0.0694	0.2949	0.1440	1.0778	528	965	0.963074	0.041706	0	1.154594	0.999002	,SOCS3
miR-1935	0.0694	0.3225	0.1665	1.2334	529	979	0.977046	0.041785	0	1.169131	0.999002	,ARRDC3
miR-5113	0.0556	0.3101	0.1492	1.0807	530	980	0.978044	0.041864	0	1.168117	0.999002	,DUSP5
miR-15abc/16/16abc/195/322/424/497/1907	0.0556	0.3033	0.1466	0.9103	531	983	0.981038	0.041943	0	1.169486	0.999002	,MBL2
miR-184	0.0000	0.0413	0.0528	0.5414	532	1001	0.999002	0.042022	0	1.188662	0.999002	
miR-3091-5p	0.0000	0.0795	0.0701	0.4714	533	1001	0.999002	0.042101	0	1.186432	0.999002	
miR-380-3p	0.0000	0.1004	0.0805	0.5283	534	1001	0.999002	0.042180	0	1.184210	0.999002	
miR-5109	0.0000	0.0120	0.0274	0.1774	535	1001	0.999002	0.042259	0	1.181997	0.999002	
miR-678.m	0.0000	0.0347	0.0468	0.3796	536	1001	0.999002	0.042338	0	1.179792	0.999002	
miR-652	0.0000	0.0202	0.0347	0.1874	537	1001	0.999002	0.042417	0	1.177595	0.999002	
miR-1893/2277-5p	0.0000	0.0122	0.0293	0.2315	538	1001	0.999002	0.042496	0	1.175406	0.999002	
miR-3099	0.0000	0.1062	0.0856	0.5435	539	1001	0.999002	0.042575	0	1.173225	0.999002	
miR-423-3p	0.0000	0.0361	0.0448	0.2237	540	1001	0.999002	0.042654	0	1.171052	0.999002	
miR-3960	0.0000	0.0142	0.0318	0.2851	541	1001	0.999002	0.042733	0	1.168888	0.999002	
miR-486-5p/3107	0.0000	0.1086	0.0826	0.4495	542	1001	0.999002	0.042812	0	1.166731	0.999002	
miR-671-5p	0.0000	0.2050	0.1207	1.0796	543	1001	0.999002	0.042891	0	1.164582	0.999002	
miR-1964-3p	0.0000	0.0208	0.0359	0.2190	544	1001	0.999002	0.042970	0	1.162442	0.999002	
miR-804	0.0000	0.1189	0.0871	0.4753	545	1001	0.999002	0.043049	0	1.160309	0.999002	
miR-339-3p	0.0000	0.0317	0.0464	0.2522	546	1001	0.999002	0.043128	0	1.158184	0.999002	
miR-1965	0.0000	0.0342	0.0465	0.3250	547	1001	0.999002	0.043207	0	1.156066	0.999002	
miR-701	0.0000	0.0090	0.0242	0.1789	548	1001	0.999002	0.043286	0	1.153957	0.999002	
miR-324-3p	0.0000	0.1932	0.1127	0.6803	549	1001	0.999002	0.043365	0	1.151855	0.999002	
miR-290-3p/292-3p/467a/1420b	0.0000	0.1236	0.0917	0.6266	550	1001	0.999002	0.043444	0	1.149760	0.999002	
miR-224	0.0000	0.1915	0.1130	0.7329	551	1001	0.999002	0.043523	0	1.147674	0.999002	
miR-1951	0.0000	0.0770	0.0695	0.4242	552	1001	0.999002	0.043602	0	1.145595	0.999002	
miR-340-3p	0.0000	0.0361	0.0483	0.3180	553	1001	0.999002	0.043681	0	1.143523	0.999002	
miR-508-5p/509-5p	0.0000	0.1679	0.1084	0.7226	554	1001	0.999002	0.043760	0	1.141459	0.999002	
miR-2886/5105	0.0000	0.0082	0.0241	0.1928	555	1001	0.999002	0.043839	0	1.139402	0.999002	
miR-1306/1306-3p	0.0000	0.0185	0.0332	0.2072	556	1001	0.999002	0.043918	0	1.137353	0.999002	
miR-3472	0.0000	0.0884	0.0724	0.4144	557	1001	0.999002	0.043997	0	1.135311	0.999002	
miR-586/669k/669h-3p	0.0000	0.1427	0.0984	0.5418	558	1001	0.999002	0.044076	0	1.133276	0.999002	
miR-673-3p/1394	0.0000	0.0394	0.0507	0.3390	559	1001	0.999002	0.044155	0	1.131249	0.999002	
miR-1946a	0.0000	0.0381	0.0506	0.4256	560	1001	0.999002	0.044234	0	1.129229	0.999002	
miR-1895	0.0000	0.0450	0.0540	0.2750	561	1001	0.999002	0.044313	0	1.127216	0.999002	
miR-720.m	0.0000	0.0278	0.0431	0.2760	562	1001	0.999002	0.044392	0	1.125210	0.999002	
miR-453	0.0000	0.0654	0.0629	0.4181	563	1001	0.999002	0.044471	0	1.123212	0.999002	
miR-467cd/1420ef	0.0000	0.0649	0.0596	0.3445	564	1001	0.999002	0.044550	0	1.121220	0.999002	
miR-5100	0.0000	0.0177	0.0325	0.3095	565	1001	0.999002	0.044629	0	1.119236	0.999002	
miR-378/422a/378bcdefhi	0.0000	0.1609	0.1022	0.5820	566	1001	0.999002	0.044708	0	1.117258	0.999002	
miR-5132	0.0000	0.0448	0.0530	0.3540	567	1001	0.999002	0.044787	0	1.115288	0.999002	
miR-615-3p	0.0000	0.0324	0.0466	0.3299	568	1001	0.999002	0.044866	0	1.113324	0.999002	
miR-1194	0.0000	0.1355	0.0941	0.6385	569	1001	0.999002	0.044945	0	1.111368	0.999002	
miR-1963	0.0000	0.0332	0.0473	0.2693	570	1001	0.999002	0.045024	0	1.109418	0.999002	
miR-1947	0.0000	0.0297	0.0426	0.2525	571	1001	0.999002	0.045103	0	1.107475	0.999002	
miR-5115	0.0000	0.0227	0.0396	0.2337	572	1001	0.999002	0.045182	0	1.105539	0.999002	
miR-451	0.0000	0.0230	0.0386	0.2865	573	1001	0.999002	0.045261	0	1.103610	0.999002	
miR-667	0.0000	0.1226	0.0923	0.5514	574	1001	0.999002	0.045340	0	1.101687	0.999002	
miR-696	0.0000	0.0435	0.0540	0.3213	575	1001	0.999002	0.045419	0	1.099771	0.999002	
miR-615-5p	0.0000	0.1249	0.0971	0.8059	576	1001	0.999002	0.045498	0	1.097862	0.999002	
miR-5126	0.0000	0.0154	0.0344	0.2576	577	1001	0.999002	0.045577	0	1.095959	0.999002	
miR-700	0.0000	0.0066	0.0197	0.1220	578	1001	0.999002	0.045656	0	1.094063	0.999002	
miR-466g	0.0000	0.2239	0.1203	0.8348	579	1001	0.999002	0.045735	0	1.092173	0.999002	
miR-5099	0.0000	0.0409	0.0466	0.2393	580	1001	0.999002	0.045814	0	1.090290	0.999002	
miR-680	0.0000	0.1503	0.0994	0.5372	581	1001	0.999002	0.045893	0	1.088414	0.999002	
miR-677/4276	0.0000	0.2086	0.1158	0.7391	582	1001	0.999002	0.045972	0	1.086543	0.999002	
miR-126-3p	0.0000	0.0067	0.0190	0.1472	583	1001	0.999002	0.046051	0	1.084680	0.999002	
miR-1901	0.0000	0.0092	0.0261	0.2633	584	1001	0.999002	0.046130	0	1.082822	0.999002	
miR-3060	0.0000	0.1217	0.0867	0.4495	585	1001	0.999002	0.046209	0	1.080971	0.999002	
miR-216b/216b-5p	0.0000	0.1327	0.0892	0.4847	586	1001	0.999002	0.046288	0	1.079127	0.999002	
miR-151-5p/151b	0.0000	0.0437	0.0521	0.2872	587	1001	0.999002	0.046367	0	1.077288	0.999002	
miR-210	0.0000	0.0336	0.0488	0.2613	588	1001	0.999002	0.046445	0	1.075456	0.999002	
miR-3068	0.0000	0.1328	0.0941	0.5577	589	1001	0.999002	0.046524	0	1.073630	0.999002	
miR-5136	0.0000	0.0103	0.0250	0.1595	590	1001	0.999002	0.046603	0	1.071811	0.999002	
miR-337-5p.m	0.0000	0.0110	0.0263	0.2095	591	1001	0.999002	0.046682	0	1.069997	0.999002	
miR-3086-3p	0.0000	0.1273	0.0885	0.5236	592	1001	0.999002	0.046761	0	1.068190	0.999002	
miR-466h-3p	0.0000	0.0200	0.0430	0.6970	593	1001	0.999002	0.046840	0	1.066388	0.999002	
miR-879/3188	0.0000	0.1768	0.1053	0.6311	594	1001	0.999002	0.046919	0	1.064593	0.999002	
miR-3076-5p	0.0000	0.1651	0.1054	0.5659	595	1001	0.999002	0.046998	0	1.062804	0.999002	
miR-341	0.0000	0.0035	0.0142	0.1003	596	1001	0.999002	0.047077	0	1.061021	0.999002	
miR-369-5p	0.0000	0.0123	0.0273	0.2065	597	1001	0.999002	0.047156	0	1.059243	0.999002	
miR-5122	0.0000	0.0075	0.0234	0.2208	598	1001	0.999002	0.047235	0	1.057472	0.999002	
miR-3093-3p/3138	0.0000	0.1425	0.0975	0.5336	599	1001	0.999002	0.047314	0	1.055707	0.999002	
miR-688	0.0000	0.0406	0.0502	0.3807	600	1001	0.999002	0.047393	0	1.053947	0.999002	
miR-718	0.0000	0.0168	0.0324	0.2542	601	1001	0.999002	0.047472	0	1.052193	0.999002	
miR-542-5p.hmr	0.0000	0.0381	0.0522	0.5434	602	1001	0.999002	0.047551	0	1.050446	0.999002	
miR-2182	0.0000	0.0342	0.0475	0.3112	603	1001	0.999002	0.047630	0	1.048704	0.999002	
miR-93/93a/105/106a/291a-3p/294/295/302abcde/372/373/428/519a/520be/520acd-3p/1378/1420ac	0.0000	0.1636	0.1033	0.8331	604	1001	0.999002	0.047709	0	1.046967	0.999002	
miR-5131	0.0000	0.0270	0.0432	0.3290	605	1001	0.999002	0.047788	0	1.045237	0.999002	
miR-376a	0.0000	0.0145	0.0294	0.2061	606	1001	0.999002	0.047867	0	1.043512	0.999002	
